,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,City_found
367,28.66,-17.92,75.2,73,20,17.22,ES,1597089390,Los Llanos de Aridane
368,-13.28,-50.16,91.92,21,0,5.55,BR,1597089390,São Miguel do Araguaia
369,63.28,118.33,52.99,80,100,3.94,RU,1597089390,Nyurba
370,17.96,-102.2,89.78,60,90,5.68,MX,1597089390,Lázaro Cárdenas
371,28.37,129.48,84.2,89,75,6.93,JP,1597089391,Naze
372,38.73,-27.07,77.0,65,20,12.39,PT,1597089391,Praia da Vitória
373,24.47,54.37,95.0,71,20,5.82,AE,1597089340,Abu Dhabi
374,22.89,-109.91,88.0,62,75,11.41,MX,1597089391,Cabo San Lucas
375,44.2,-77.05,88.0,68,81,7.0,CA,1597089391,Deseronto
376,39.23,106.34,72.86,48,28,7.23,CN,1597089392,Shitanjing
377,4.93,-52.33,82.4,78,81,3.36,GF,1597089392,Cayenne
378,20.89,-156.47,84.2,62,40,21.92,US,1597089261,Kahului
379,70.86,29.09,50.0,93,75,12.75,NO,1597089392,Berlevåg
380,44.39,-1.17,73.4,88,100,4.7,FR,1597089393,Biscarrosse
381,59.38,143.3,58.55,90,100,6.76,RU,1597089393,Okhotsk
382,34.26,-85.16,84.99,83,75,10.29,US,1597089364,Rome
383,42.8,93.45,71.65,54,100,14.79,CN,1597089393,Kumul
384,27.67,-105.17,94.77,19,0,7.87,MX,1597089393,Camargo
385,53.94,139.92,57.74,100,100,4.68,RU,1597089394,Mnogovershinnyy
386,33.28,134.15,81.95,87,100,6.89,JP,1597089394,Muroto-misakicho
387,37.46,-122.43,77.0,82,20,9.17,US,1597089394,Half Moon Bay
388,42.43,68.8,80.6,30,0,11.18,KZ,1597089394,Arys
389,45.66,-68.71,86.0,45,40,4.7,US,1597089129,Millinocket
390,44.9,-89.77,79.0,69,90,14.99,US,1597089395,Marathon
391,8.6,124.47,75.0,89,69,5.99,PH,1597089395,Moog
392,33.85,-118.05,81.0,54,1,4.7,US,1597089395,La Palma
393,27.69,111.66,77.27,88,17,0.47,CN,1597089395,Lianyuan
394,36.78,-6.35,79.0,83,0,8.05,ES,1597089396,Sanlúcar de Barrameda
395,22.73,-81.29,89.6,70,75,12.75,CU,1597089396,Pedro Betancourt
396,65.58,-171.0,51.08,66,0,5.61,RU,1597089396,Lavrentiya
397,61.07,50.1,48.54,86,29,2.55,RU,1597089397,Vizinga
398,13.21,12.02,81.25,67,64,10.94,NE,1597089397,Maïné Soroa
399,69.3,139.9,35.01,87,55,3.18,RU,1597089397,Deputatsky
400,63.45,120.32,49.57,82,100,2.44,RU,1597089397,Verkhnevilyuysk
401,38.69,16.55,77.0,88,13,2.24,IT,1597089397,Soverato Marina
402,-31.93,115.83,60.01,72,20,13.87,AU,1597089398,Perth
403,18.73,-103.68,82.4,74,40,4.97,MX,1597089398,Coahuayana Viejo
404,-34.48,-54.33,59.74,70,1,13.42,UY,1597089398,Rocha
405,49.6,128.68,62.1,91,0,5.61,RU,1597089398,Poyarkovo
406,41.74,-111.83,84.99,26,1,10.78,US,1597089214,Logan
407,13.83,20.83,75.52,77,91,3.44,TD,1597089399,Abéché
408,11.67,92.75,81.97,84,100,16.04,IN,1597089399,Port Blair
409,54.77,-101.86,64.4,68,90,16.11,CA,1597089399,Flin Flon
410,39.3,9.2,86.0,48,0,4.7,IT,1597089399,Sinnai
411,48.85,-54.01,68.0,88,75,5.82,CA,1597089400,Hare Bay
412,-3.84,-62.06,94.5,36,40,1.48,BR,1597089400,Codajás
413,-12.02,17.48,63.79,29,1,4.12,AO,1597089400,Camacupa
414,59.45,26.87,63.73,64,0,14.29,EE,1597089400,Aseri
415,37.27,-87.18,91.99,55,1,4.7,US,1597089401,Morehead
416,59.58,151.28,55.02,76,75,1.7,RU,1597089401,Ola
417,31.89,-85.15,93.99,74,90,3.27,US,1597089401,Eufaula
418,-38.65,-72.23,48.2,70,75,10.29,CL,1597089401,Vilcún
419,40.8,-96.67,84.99,51,1,8.05,US,1597089402,Lincoln
420,-8.93,125.41,57.69,100,58,1.34,TL,1597089402,Airai
421,36.67,48.48,65.66,63,21,7.11,IR,1597089402,Zanjān
422,47.8,67.71,67.78,42,49,12.35,KZ,1597089402,Zhezkazgan
423,38.21,67.2,72.41,29,0,7.81,UZ,1597089403,Boysun
424,-31.41,-64.18,69.01,15,4,10.29,AR,1597089403,Córdoba
425,55.56,98.66,55.45,76,0,1.34,RU,1597089403,Alzamay
426,19.28,-81.25,89.6,66,40,10.29,KY,1597089403,Bodden Town
427,-23.86,35.38,68.0,82,40,4.7,MZ,1597089404,Inhambane
428,-9.01,-35.22,73.99,81,43,9.44,BR,1597089346,Maragogi
429,31.21,16.59,79.83,74,0,13.47,LY,1597089365,Sirte
430,10.57,72.64,81.75,79,100,20.69,IN,1597089404,Kavaratti
431,23.12,113.25,87.01,74,20,4.47,CN,1597089208,Guangzhou
432,34.64,-120.46,68.0,64,1,10.29,US,1597089405,Lompoc
433,63.84,-22.43,51.8,100,90,19.46,IS,1597089405,Grindavik
434,63.76,121.62,47.35,92,100,2.08,RU,1597089405,Vilyuysk
435,-31.95,141.43,50.0,76,96,10.29,AU,1597089405,Broken Hill
436,-10.24,-76.65,78.8,39,75,16.11,PE,1597089406,Yanacancha
437,16.89,-24.98,82.4,61,20,17.22,CV,1597089406,Mindelo
438,26.59,127.98,84.0,88,90,8.05,JP,1597089406,Nago
439,4.88,-1.76,75.11,85,97,9.19,GH,1597089406,Takoradze
440,22.03,96.47,67.21,100,100,2.82,MM,1597089406,Pyn U Lwin
441,43.27,-7.54,66.0,89,91,7.0,ES,1597089407,Bereda
442,51.21,17.39,77.0,61,97,3.36,PL,1597089407,Oleśnica
443,46.49,135.88,60.58,100,99,3.38,RU,1597089407,Vostok
444,-12.73,-69.18,91.4,55,40,5.82,PE,1597089407,Tambopata
445,-51.62,-69.22,37.4,51,20,27.51,AR,1597089323,Río Gallegos
446,51.31,119.61,56.68,96,100,4.23,RU,1597089213,Nerchinskiy Zavod
447,48.5,-1.83,70.0,93,85,4.7,FR,1597089408,Arrondissement de Saint-Malo
448,36.96,45.39,70.79,40,0,3.11,IR,1597089408,Naghadeh
449,-19.9,48.8,62.44,82,0,5.41,MG,1597089409,Mahanoro
450,23.91,112.19,77.49,89,100,0.47,CN,1597089409,Huaicheng
451,5.88,38.98,59.81,90,95,2.8,ET,1597089409,Kibre Mengist
452,-20.19,32.62,59.54,41,0,4.65,ZW,1597089409,Chipinge
453,12.77,75.22,75.2,94,90,1.07,IN,1597089409,Puttūr
454,40.6,-77.57,93.2,36,20,5.82,US,1597089410,Lewistown
455,-20.52,57.52,66.2,68,40,6.93,MU,1597089410,Souillac
456,-21.64,-41.05,77.0,65,0,24.16,BR,1597089410,São João da Barra
457,18.69,12.92,97.92,20,98,8.21,NE,1597089411,Bilma
458,61.67,96.37,61.66,62,0,1.54,RU,1597089411,Baykit
459,49.75,-77.63,80.6,61,20,12.44,CA,1597089411,Matagami
460,64.75,177.48,55.4,82,20,4.47,RU,1597089412,Anadyr
461,27.91,-15.54,75.2,69,20,27.51,ES,1597089412,Santa Lucía
462,4.38,-7.72,75.78,83,42,10.96,LR,1597089412,Harper
463,40.8,-124.16,66.0,77,1,6.93,US,1597089343,Eureka
464,44.41,131.38,68.38,93,100,2.35,RU,1597089413,Pogranichnyy
465,40.43,-74.42,96.01,42,3,1.01,US,1597089304,East Brunswick
466,-38.55,-58.74,50.0,56,0,14.0,AR,1597089160,Necochea
467,21.32,-158.01,84.2,58,40,5.82,US,1597089414,‘Ewa Beach
468,-2.57,150.8,81.28,71,7,2.08,PG,1597089414,Kavieng
469,-18.65,-173.98,73.4,73,40,6.93,TO,1597089414,Neiafu
470,28.02,73.3,89.55,62,100,11.77,IN,1597089414,Bikaner
471,5.26,-0.76,73.58,86,1,11.99,GH,1597089415,Mumford
472,11.0,122.67,77.76,83,96,0.36,PH,1597089415,Dingle
473,48.6,-93.4,75.99,38,40,17.22,CA,1597089415,Fort Frances
474,-35.72,150.18,37.0,93,19,4.56,AU,1597089415,Batemans Bay
475,51.32,42.77,60.01,68,22,5.79,RU,1597089415,Kamenka
476,43.41,-124.22,87.01,72,1,17.22,US,1597089163,North Bend
477,-14.53,-75.19,80.24,30,0,8.48,PE,1597089416,Palpa
478,-15.23,-59.34,96.66,18,0,5.39,BR,1597089416,Pontes e Lacerda
479,14.03,-84.59,77.81,94,100,3.2,NI,1597089416,Bonanza
480,39.75,39.5,77.0,44,49,14.99,TR,1597089416,Erzincan Province
481,64.5,-165.41,52.0,76,75,4.7,US,1597089260,Nome
482,-3.77,-61.64,99.03,27,4,2.35,BR,1597089213,Anori
483,65.99,57.53,45.9,94,18,10.45,RU,1597089411,Usinsk
484,32.67,-17.1,75.2,69,20,10.29,PT,1597089417,Ponta do Sol
485,19.7,72.7,80.92,86,100,16.11,IN,1597089417,Shirgaon
486,47.77,-116.79,82.0,27,1,8.05,US,1597089148,Hayden
487,39.24,-76.45,91.99,62,40,6.93,US,1597089418,Edgemere
488,44.38,125.17,69.8,77,1,6.71,CN,1597089418,Nong’an
489,27.92,96.17,76.24,88,100,1.54,IN,1597089418,Tezu
490,46.79,48.01,69.8,37,1,2.24,RU,1597089419,Aksarayskiy
491,-22.0,148.05,50.52,63,0,9.64,AU,1597089419,Moranbah
492,29.58,-9.5,72.09,73,0,2.77,MA,1597089419,Tiznit Province
493,-17.83,-149.27,82.4,65,20,3.36,PF,1597089419,Teahupoo
494,-14.25,129.55,69.8,84,34,1.95,AU,1597089420,Port Keats
495,-5.04,18.82,82.47,46,73,2.64,CD,1597089420,Kikwit
496,46.11,39.42,74.53,39,19,11.1,RU,1597089420,Novoplatnirovskaya
497,-20.01,57.66,64.0,71,2,5.01,MU,1597089420,Grand Gaube
498,59.97,23.43,61.0,78,0,7.47,FI,1597089420,Ekenäs
499,-8.14,159.59,80.64,78,100,7.45,SB,1597089421,Buala
500,46.62,10.7,60.8,100,75,6.93,IT,1597089421,Laas
501,29.97,32.53,79.47,62,100,6.31,EG,1597089421,Suez
502,32.12,20.07,80.38,70,0,9.4,LY,1597089421,Benghazi
503,61.13,74.82,64.08,68,7,7.2,RU,1597089422,Lokosovo
504,-18.77,46.03,61.72,86,0,1.9,MG,1597089422,Tsiroanomandidy
505,-19.98,57.61,64.0,71,0,5.01,MU,1597089422,Cap Malheureux
506,59.24,163.07,54.57,84,100,4.79,RU,1597089422,Ossora
507,6.04,80.22,78.96,88,99,9.01,LK,1597089423,Galle
508,0.6,-80.03,80.6,78,20,10.29,EC,1597089423,Muisne
509,17.02,54.09,78.8,88,75,5.82,OM,1597089423,Salalah
510,6.88,73.1,82.13,77,100,15.12,MV,1597089423,Dhidhdhoo
511,22.93,57.53,89.17,50,16,4.74,OM,1597089424,Nizwá
512,65.44,52.15,45.07,96,1,4.76,RU,1597089424,Ust-Tsilma
513,-3.77,-49.67,89.49,43,29,3.18,BR,1597089424,Tucuruí
514,67.45,153.68,42.69,76,25,5.93,RU,1597089424,Srednekolymsk
515,27.9,102.26,66.99,80,100,0.96,CN,1597089425,Xichang
516,-26.65,15.16,53.6,93,0,10.29,NA,1597089425,Lüderitz
517,-4.67,-73.52,88.97,52,97,0.87,PE,1597089425,Saquena
518,5.65,37.37,59.85,90,97,0.92,ET,1597089425,Gīdolē
519,42.59,-82.92,91.99,66,75,13.87,US,1597089177,Charter Township of Clinton
520,-31.73,-60.52,68.0,19,0,7.0,AR,1597089426,Paraná
521,3.0,99.82,77.81,84,100,3.62,ID,1597089426,Teluk Nibung
522,56.34,114.88,55.94,79,100,1.77,RU,1597089426,Taksimo
523,37.94,22.96,77.0,41,0,1.99,GR,1597089426,Corinth
524,-7.53,-46.04,96.87,20,0,5.21,BR,1597089229,Balsas
525,41.12,-100.77,82.4,48,1,16.11,US,1597089427,North Platte
526,-1.05,-79.62,88.95,46,0,0.45,EC,1597089427,Velasco Ibarra
527,-4.58,-81.27,73.4,64,1,11.41,PE,1597089427,Talara
528,-17.73,-149.15,82.4,65,20,3.36,PF,1597089428,Tautira
529,53.6,91.39,57.2,82,0,3.53,RU,1597089428,Belyy Yar
530,-33.59,22.2,51.8,76,0,9.17,ZA,1597089428,Oudtshoorn
531,13.35,-15.75,76.14,93,100,10.6,GM,1597089428,Nioro
532,41.54,-8.62,69.01,88,100,5.82,PT,1597089345,Barcelos
533,37.72,-25.43,75.2,69,40,14.99,PT,1597089429,Vila Franca do Campo
534,-20.33,-40.29,75.99,69,75,10.29,BR,1597089383,Vila Velha
535,17.33,42.67,86.0,74,20,4.7,SA,1597089429,Jizan
536,51.12,133.02,58.89,94,1,3.33,RU,1597089429,Chegdomyn
537,27.04,14.43,93.6,16,64,5.97,LY,1597089430,Sabha
538,40.43,71.72,78.8,44,40,4.7,UZ,1597089430,Yangi Marg`ilon
539,-37.83,140.77,51.8,76,100,10.29,AU,1597089430,Mount Gambier
540,66.15,-65.71,48.2,81,90,12.75,CA,1597089430,Pangnirtung
541,42.03,-8.16,75.0,67,75,8.99,PT,1597089431,Vila
542,10.62,104.18,82.4,83,40,6.93,KH,1597089431,Kampot
543,-10.26,29.93,55.72,38,0,1.34,ZM,1597089431,Luwingu
544,47.76,-122.34,77.0,46,1,6.85,US,1597089431,Shoreline
545,-3.9,-38.39,82.4,65,20,13.87,BR,1597089431,Aquiraz
546,6.44,7.49,72.84,86,100,5.79,NG,1597089432,Enugu
547,38.93,100.45,73.89,31,23,6.02,CN,1597089432,Zhangye
548,22.93,97.75,69.08,100,96,0.98,MM,1597089432,Lashio
549,-8.75,-67.4,96.84,28,33,2.53,BR,1597089432,Boca do Acre
550,52.63,29.73,63.61,85,32,1.95,BY,1597089433,Forsytheganj
551,2.82,-60.67,87.8,62,40,8.05,BR,1597089433,Boa Vista
552,-0.87,134.08,79.48,72,59,4.47,ID,1597089433,Manokwari
553,1.74,98.78,77.58,74,86,3.78,ID,1597089433,Sibolga
554,43.83,-111.79,81.0,31,1,5.82,US,1597089434,Rexburg
555,47.47,84.87,68.41,46,67,8.86,KZ,1597089434,Zaysan
556,61.13,21.51,64.4,59,29,8.05,FI,1597089434,Rauma
557,26.62,-78.28,87.8,79,75,4.7,BS,1597089434,High Rock
558,60.87,60.42,49.26,96,95,10.85,RU,1597089434,Polunochnoye
559,65.82,87.98,53.62,86,0,3.15,RU,1597089435,Turukhansk
560,68.82,-51.19,46.4,61,40,6.93,GL,1597089435,Qasigiannguit
561,60.75,-137.51,52.43,76,100,7.0,CA,1597089435,Haines Junction
562,-23.13,150.73,46.4,87,0,4.0,AU,1597089436,Yeppoon
563,40.59,23.03,82.99,57,20,4.7,GR,1597089436,Panórama
564,4.92,29.47,68.29,96,90,2.39,SS,1597089436,Maridi
565,44.17,133.86,68.29,92,100,2.08,RU,1597089294,Chuguyevka
566,-23.32,-46.22,80.6,27,47,4.7,BR,1597089437,Santa Isabel
567,7.5,134.62,75.2,94,75,6.91,PW,1597089437,Palau
568,-9.07,-44.36,92.46,26,6,6.82,BR,1597089168,Bom Jesus
569,57.05,-135.33,53.6,87,90,5.82,US,1597089437,Sitka
570,53.6,7.2,78.01,53,20,8.05,DE,1597089438,Norden
571,7.7,28.0,72.45,93,100,1.81,SS,1597089438,Wau
572,6.74,2.66,77.0,88,40,11.41,BJ,1597089438,Sakété
573,-22.67,167.48,68.9,90,83,9.51,NC,1597089438,Vao
